"state","county","precinct_id","year","reg_voters","turnout","dem_votes","rep_votes","median_income","pct_bachelor","race_black","race_hispanic"
"WA","d","P00503",2024,854,593,279,287,63277,13.1,41.4,78.9
"DE","m","P10310",2024,837,562,336,262,67655,11,59.3,42.8
"DE","n","P01306",2012,897,596,302,293,58398,46.4,46.5,48.2
"OH","q","P23603",2024,849,605,310,298,50786,77.7,51.3,31
"WV","p","P20062",2020,886,561,302,290,44638,31.3,30.8,4.8
"KS","c","P27259",2020,843,625,299,298,43479,20.7,41.1,25.8
"WV","q","P32219",2012,860,574,315,273,64272,24.3,69.4,68.4
"UT","a","P36557",2024,829,604,294,290,51487,22.3,15.3,0.5
"ME","c","P31420",2020,819,640,315,283,51204,25.2,54.5,63.6
"VA","a","P15104",2024,814,614,319,280,56922,53.6,38.9,14.3
"ID","f","P13782",2024,853,603,306,286,44495,77.8,30.7,69.7
"MA","m","P32824",2024,881,583,264,260,59781,44.4,2.7,2.7
"HI","y","P42835",2016,838,600,293,284,54489,23.6,41.8,55.1
"ID","d","P35311",2016,873,618,314,286,53844,16.5,19.9,72.7
"NC","l","P34639",2016,867,581,293,277,48522,45.7,11.5,7.2
"CA","b","P32725",2016,862,633,339,275,71775,38.4,4.7,76.3
"NC","p","P19556",2016,861,591,285,281,46483,17.7,46.9,50.9
"MO","w","P32011",2012,812,611,307,281,32254,32.3,30.6,51.9
"ME","s","P11284",2024,822,603,303,275,50722,59.9,24.1,10.7
"MA","i","P20010",2020,846,560,316,282,55872,28.2,42.4,76.8
"NJ","h","P27183",2012,852,579,318,262,65700,36.4,53.8,71.6
"IN","c","P46106",2024,814,601,323,271,37804,17.6,50.8,40.9
"DE","k","P30564",2016,898,631,320,272,59077,11.6,66.6,59.3
"NE","r","P00401",2012,881,606,298,285,56229,79.4,58.4,29.8
"MO","g","P34373",2020,838,609,310,283,59089,77,24.6,44.3
"KS","h","P39854",2016,888,615,275,271,65652,33.8,69.5,10.9
"DE","m","P00394",2016,826,649,310,277,70143,31.6,69,13
"NY","t","P10913",2012,822,563,306,261,41261,14.5,58.7,75.8
"KS","p","P06955",2024,798,621,268,268,45873,19.8,62.5,8.3
"NV","e","P07632",2024,835,575,330,290,54036,19.7,55.8,23.7
"NJ","u","P20648",2024,818,585,328,267,48409,35.9,69.4,1.5
"KS","k","P17096",2012,813,564,325,286,40501,36.2,49,43.1
"PA","s","P04626",2020,862,569,318,292,48748,45.5,32.8,66.9
"MD","t","P30458",2020,843,609,298,284,47341,43.6,4.4,71.5
"VA","j","P30597",2024,928,576,319,305,40094,44.2,69.4,41.8
"NV","w","P17059",2012,862,568,278,231,64968,13.7,48.6,77
"NC","n","P43159",2024,859,637,328,278,54941,37.5,25,71.7
"NM","p","P44798",2012,840,618,337,294,57039,68.5,30.4,32.1
"KY","k","P18271",2016,827,632,310,269,62444,71.7,38.3,49
"ID","l","P25065",2020,820,599,308,287,33495,53.2,47.8,46.7
"AK","p","P02494",2024,824,607,285,296,66714,78.5,11.6,62.8
"KS","k","P31541",2024,845,552,288,289,49094,24.3,64.1,68.8
"TN","s","P18239",2012,865,595,310,295,49082,16.6,24.9,35.4
"KY","h","P18666",2020,875,609,306,256,58198,28.7,42.1,18.2
"UT","i","P21078",2016,839,580,327,265,57085,37.9,22.4,14.2
"VT","d","P14013",2012,842,575,305,313,61660,73.5,47.4,79.1
"VT","a","P46957",2024,884,596,311,283,56963,70.2,34.5,15.3
"AL","o","P00773",2024,868,565,334,289,60675,56,19,66.4
"MO","q","P36252",2012,878,573,308,259,22344,57.6,27.8,60.1
"AL","u","P06247",2024,875,555,317,295,63654,50.5,57.5,12
"NJ","e","P07795",2020,837,628,321,243,62492,36.9,31.5,74.5
"SD","r","P33193",2012,843,613,327,293,72501,67.9,15.9,34.5
"IA","w","P44885",2020,871,637,301,293,58259,44.2,4.2,45.8
"CO","e","P30084",2012,898,620,303,280,58695,25.7,2.8,8.2
"KY","s","P09239",2012,851,626,316,296,50784,63.7,56.9,64
"ME","q","P41592",2020,830,588,275,289,72244,24.3,43,35.6
"AL","t","P21847",2024,852,578,319,290,48922,71.9,41.1,35.1
"AZ","w","P04815",2016,863,563,329,262,48031,28.5,15.9,11.6
"AR","p","P23676",2012,847,620,305,271,55114,23.4,35,33.2
"NH","i","P02519",2016,822,600,291,271,67149,51.9,15.6,41
"KY","g","P15930",2016,916,578,323,285,56545,33,0.7,26
"ME","a","P08598",2020,851,615,319,300,50844,58.4,24.6,50.8
"NY","n","P08901",2020,838,586,272,310,39604,10.1,43.6,58.7
"CA","b","P35868",2020,868,585,306,279,41915,12.5,54.6,68.1
"NH","g","P11245",2016,886,641,308,268,55945,42.5,52.1,50.1
"ID","t","P32620",2012,864,585,291,250,65637,30.2,49.2,10.5
"NY","u","P35702",2012,834,616,307,269,58360,43.5,31.8,0.1
"WV","m","P45645",2016,860,585,300,303,58751,22,5.4,29.3
"DE","l","P22620",2024,863,601,302,278,72448,64.5,41.5,31.1
"KS","p","P34326",2012,815,633,321,310,45821,23.1,44.6,26
"MI","p","P28795",2020,854,648,283,262,48321,37,3.3,23.5
"CO","n","P18227",2012,876,600,291,278,59487,57.5,31.3,49
"NM","k","P47923",2020,865,680,302,281,49282,53,26,54.3
"OR","x","P36978",2016,843,616,296,287,53371,29.5,15.6,5.9
"AR","z","P38345",2024,829,625,294,311,51054,15.9,24.1,68.9
"MN","z","P23588",2020,893,630,321,301,53577,75.7,69.2,51.6
"MO","i","P16894",2020,828,588,267,266,64305,19.5,56.7,10.1
"MN","a","P08986",2020,906,584,299,307,48971,72.8,49.6,2.2
"WA","j","P44946",2016,855,609,306,273,58139,28.7,38.4,16.7
"DE","l","P01255",2024,846,606,313,279,50401,67.8,33,31
"IL","d","P30287",2016,857,582,290,288,58407,20.7,9.2,17.4
"HI","b","P28769",2020,854,602,323,247,47462,36.3,22.6,56.2
"IL","w","P29279",2024,833,609,308,292,57900,75.4,17.1,44.9
"RI","w","P17160",2024,847,608,300,283,45257,18.3,45,69.7
"OR","l","P21575",2020,849,569,300,263,66217,57.9,37,38
"IL","f","P19985",2020,895,588,285,269,35772,54.5,37.8,78.9
"VA","k","P26354",2024,833,616,278,281,53726,14.1,53.6,8.3
"NC","v","P44618",2016,859,582,312,256,64218,72.1,19.6,60.6
"MA","m","P19308",2016,845,602,315,307,55399,71.8,16.3,59.2
"KY","i","P48705",2024,813,555,328,294,42916,56.1,12.5,46.8
"MI","p","P39614",2012,880,585,304,270,72415,52.2,54.1,37.2
"ME","a","P11872",2016,870,629,286,301,64014,11.4,31.4,41.2
"NY","c","P46739",2024,839,589,308,293,51641,27.4,46,8.4
"NC","j","P08103",2016,803,601,291,304,46129,36.6,7.4,31.8
"NV","v","P30601",2012,815,560,264,269,60390,58,69.9,68.4
"NM","j","P07353",2020,826,608,311,282,59911,12.7,55.7,62.7
"ME","p","P32542",2012,869,598,279,275,49947,32.1,31.8,31.8
"NM","s","P32222",2012,865,625,338,288,60493,54.3,24.6,11.5
"ME","x","P45218",2020,839,580,299,251,59113,59.3,13,4.5
"KS","r","P16941",2012,831,617,291,286,57796,66.3,32.1,5.8
"CA","n","P34931",2016,803,616,248,284,49221,43.6,13.9,30.6
"MS","e","P07504",2012,884,617,274,292,44854,43.5,14.1,0.2
"OR","e","P28381",2024,873,560,279,343,47995,78.1,16.9,76.6
"WA","r","P09171",2016,865,601,329,276,56254,72.1,14.2,61.6
"NC","z","P42886",2024,797,600,285,294,58654,73.1,19.7,39.4
"NV","m","P31845",2016,831,588,303,272,59548,62.3,67.4,55.7
"VA","f","P47832",2016,880,598,330,243,53998,53,56.9,19.9
"KS","m","P05673",2024,821,558,306,261,47623,74.7,30.7,19
"OH","n","P47046",2012,861,562,271,320,54939,61.1,67.2,42.7
"NV","a","P26140",2024,832,626,287,252,46270,40.4,32.5,68
"ID","l","P48080",2012,872,569,296,294,63805,70,7.8,59.7
"AL","d","P49833",2012,880,584,302,295,63802,40.1,60.5,49.5
"CA","g","P19404",2016,874,607,303,287,48222,32.9,65.2,34.8
"CA","p","P11904",2016,893,597,307,274,56287,69.4,65.7,15.4
"MA","r","P05135",2024,826,619,294,321,32221,58.9,61.3,63
"ND","k","P00605",2024,822,581,306,259,59772,27.8,35,13.8
"CO","l","P03568",2024,872,596,310,255,34144,74.8,60.9,78.9
"TN","o","P38580",2016,825,667,289,304,63655,23.1,64.8,55.7
"KS","a","P12889",2020,891,603,309,281,42744,53.7,36.9,27.5
"KS","r","P45564",2012,870,598,310,298,58306,59.3,40.3,6.5
"IA","a","P41985",2016,864,606,284,271,44273,33.8,65.9,26.8
"DE","v","P39769",2020,845,589,292,273,63181,53.7,23.5,54
"PA","h","P09903",2016,914,595,310,305,52398,44.4,53.8,79.2
"MO","d","P41297",2024,824,608,290,264,61627,47.3,39.8,2.4
"OK","j","P40203",2016,873,596,272,309,39293,39.4,62.1,23.3
"ND","h","P21091",2016,857,587,307,255,68636,18.5,24,19.5
"AR","f","P19188",2024,843,597,336,277,61237,44.4,54,63.4
"PA","w","P04197",2024,874,587,320,279,54577,24,16.4,20.1
"VA","e","P25079",2012,849,569,291,278,44660,51.9,18.3,73.2
"SC","e","P09752",2016,861,600,319,284,50027,16.2,46.2,70.2
"OH","f","P46298",2012,907,547,311,275,68629,44.1,35.7,58.2
"AK","n","P25821",2016,842,613,294,269,53443,64.8,1.9,32.5
"IL","f","P13632",2024,823,576,301,269,70691,40.8,69.2,36.8
"IA","c","P26408",2024,886,627,293,250,44342,36.7,29.7,6.9
"AK","y","P30965",2012,845,605,315,275,46496,25.1,10.2,21.9
"NY","h","P27276",2024,857,598,289,260,53620,58,3.4,54
"AZ","i","P09978",2024,874,580,308,275,46807,69.4,30.3,74
"KY","y","P42240",2024,814,622,300,299,40607,23.8,49.3,47.3
"UT","z","P36822",2020,870,612,286,277,41490,63.7,34.9,62
"MT","q","P24104",2024,851,585,264,268,48657,76.1,10.4,44.6
"NE","z","P28584",2012,872,579,302,283,53961,27.6,24.8,42.6
"NC","b","P48010",2012,874,596,274,290,53805,30.7,59.6,27.4
"AL","a","P34853",2016,807,551,293,266,49967,23.2,61.7,69.2
"KS","c","P04906",2024,835,597,287,284,56445,69.2,45.7,15.6
"NE","u","P46801",2016,853,609,316,292,45693,45.3,42.9,34.8
"IL","j","P34771",2020,816,586,293,278,44084,73.1,35.1,28.6
"TX","i","P30277",2020,884,601,297,266,56318,12.4,36.3,31.2
"MS","c","P03746",2020,853,566,281,268,64509,60,57.1,33.2
"TN","r","P30009",2024,847,572,326,293,52577,76.1,63.1,26.6
"ME","x","P47010",2016,856,610,277,250,43343,44.9,48.4,77.2
"IA","v","P18800",2012,852,623,276,271,56395,23,68.7,35.1
"MN","z","P00233",2016,869,570,283,284,59223,41.4,13.7,18.1
"ND","a","P01370",2020,899,609,311,284,59767,50.9,30.2,44.2
"ND","v","P16755",2012,880,599,301,257,50448,39.6,54.5,69.6
"MO","t","P23567",2024,843,601,262,291,54895,23.5,59.3,63.1
"NY","d","P39660",2012,832,657,300,268,61359,41.5,28.6,53.9
"AL","e","P20391",2020,878,598,291,300,64491,51.1,33.9,9.7
"IN","w","P29663",2024,816,604,323,305,41271,24.7,36.2,79.5
"OH","m","P36249",2020,905,647,294,268,55466,69.7,12.6,38.2
"NH","t","P17913",2016,865,609,280,272,58700,20.4,41.3,37.3
"NE","c","P42997",2012,814,606,312,282,62497,26.8,24.2,56.6
"SC","d","P05934",2024,845,607,274,278,40250,66.7,52.3,45.2
"WA","d","P11572",2012,804,609,310,288,50164,58.3,56.6,56.1
"CT","c","P45772",2016,855,566,305,281,55650,58.3,44.5,72.9
"MS","s","P24782",2016,843,588,320,288,55097,46.3,57.9,11.8
"AL","r","P30916",2016,816,598,290,281,57894,31.5,46.4,21.2
"ME","e","P49437",2024,823,568,314,293,57581,69.9,42.4,35
"NJ","a","P39323",2016,841,613,283,261,65819,25.2,24.8,59.9
"OK","e","P41460",2024,864,576,302,281,63651,24.8,61.3,41.6
"ID","a","P25297",2024,894,618,309,278,46143,77.8,44.2,23.8
"OK","k","P43832",2020,764,587,300,287,61980,18.8,28.5,48.1
"OK","c","P35331",2012,846,619,299,274,58620,69.8,31.1,24.9
"NH","r","P37232",2016,888,634,312,293,38355,64.8,68.8,62.1
"VA","g","P33245",2024,845,592,311,299,64907,54.1,16.8,62
"NC","l","P19407",2024,830,588,289,272,60136,41.5,36.6,18.8
"AK","x","P30077",2024,856,590,292,289,50396,29.1,8.9,33.5
"AK","w","P04379",2016,805,583,289,285,37165,23.7,2.4,7.8
"TN","h","P35593",2024,888,603,307,290,46487,14.5,29.1,35.3
"VT","s","P39588",2024,889,602,344,307,56811,53.5,0.5,45.6
"GA","r","P07434",2012,862,616,354,280,62551,21.5,9.1,33.8
"GA","r","P19226",2016,871,647,286,292,47456,60.5,46.8,2.5
"NV","u","P47950",2020,838,593,280,253,43950,15.2,33.6,70.8
"AK","g","P17921",2016,876,586,317,246,61587,26.4,22.8,67.7
"TN","r","P22703",2012,885,567,321,293,48376,27.5,61.6,56.9
"OR","c","P17470",2012,850,579,320,287,54312,28.1,50.6,21.9
"NE","r","P07033",2024,844,587,331,280,56350,59.9,12.1,30
"NJ","q","P48833",2016,846,623,291,270,56853,19,10.8,65.9
"MT","v","P11916",2020,875,596,316,289,48097,38.5,46.9,25.2
"NY","s","P31081",2016,850,585,291,283,49066,28.1,67.7,47.8
"FL","k","P49454",2012,831,569,264,295,59043,78.2,22.4,5.3
"ID","o","P37222",2012,860,608,314,276,50634,24.6,29.6,37.8
"NV","j","P34894",2020,852,572,289,319,54349,13,22.7,44.6
"WA","h","P22892",2016,836,583,330,265,56345,77.7,27.9,5.4
"UT","c","P32040",2024,818,656,283,300,60486,12.8,30.3,45
"ID","p","P25398",2020,850,614,306,276,66134,53.8,49.2,21.3
"NE","y","P36809",2020,841,612,306,295,42536,41,61.7,18.4
"ID","x","P05512",2016,834,587,308,284,56841,12.3,53.1,71.4
"MN","y","P04955",2024,868,566,326,264,41951,79.8,50.9,26.4
"KS","n","P44318",2020,862,582,302,267,59358,24.3,22.4,12.4
"WA","t","P31319",2012,869,651,291,282,53886,45.6,21.9,66.5
"WV","g","P30108",2012,909,648,254,309,52705,33.2,59,4.4
"DE","u","P22489",2012,821,604,273,273,57519,19.1,45.3,38.6
"AL","x","P04215",2024,809,604,308,292,46802,67.2,7.8,49.9
"SC","l","P36542",2024,811,609,330,275,46762,78.7,45.9,72.3
"MO","n","P01675",2012,837,632,314,257,50520,63.2,54.4,63.4
"CA","h","P40965",2012,859,577,300,289,55829,31.5,44.6,66.1
"GA","d","P07140",2012,789,602,301,281,59884,51.9,28.8,29.5
"KS","p","P38250",2020,884,620,297,277,46813,77.1,8.3,73.3
"MT","b","P27523",2024,872,579,304,310,50225,72.1,31.3,21.7
"IN","d","P33510",2024,881,590,304,298,50710,52.2,15.7,38
"AZ","g","P17647",2012,839,584,311,312,52457,52.8,55.9,2.4
"NC","u","P11774",2020,874,586,302,295,41117,35.4,37.7,32
"ID","l","P08797",2016,837,548,287,282,55903,35.3,19.7,2.2
"IA","r","P21202",2012,860,598,279,275,47775,43,57.8,55.1
"MN","a","P15004",2024,873,552,306,273,73488,69.4,4.4,43.1
"TN","u","P46596",2012,832,606,315,284,56122,55.6,54,77.8
"AR","q","P49712",2016,851,610,288,245,53418,41.2,60.7,68.5
"WA","p","P33425",2016,885,572,308,300,55466,66.6,45.3,58.2
"RI","h","P02780",2024,817,599,337,289,54286,36.3,33.9,34.6
"VT","b","P22409",2020,855,633,299,300,42323,68,48,15.2
"CO","p","P48625",2012,868,613,299,278,55610,28,34.2,24.1
"OR","g","P12753",2012,860,621,297,274,65510,23.6,42.1,44.4
"TX","z","P35692",2020,789,588,323,241,78462,38,62.8,63.3
"MT","t","P32176",2024,878,604,348,264,40928,23.7,22.8,8.9
"AR","e","P41031",2020,815,596,308,268,58464,29.6,65.1,12.3
"NV","k","P07589",2020,852,579,289,273,70756,54.6,8.5,5.9
"SC","g","P03168",2020,829,566,273,277,47684,65.2,21.8,1.1
"KY","e","P31091",2024,803,601,310,318,56321,58.5,10.3,37.1
"AR","u","P21387",2020,829,611,339,297,76738,58.6,20.2,66.5
"DE","q","P47827",2020,842,605,293,302,50320,29.1,41.4,74.2
"CA","u","P00944",2024,842,614,278,273,43211,57.1,16.5,77.8
"DE","u","P41312",2020,830,578,307,314,51975,69.7,15.7,25.9
"AK","x","P08412",2016,846,598,302,284,63706,74.8,45.9,57.5
"MS","a","P01933",2024,876,591,324,272,59684,43,28.5,1.9
"OK","x","P04937",2024,852,572,284,254,66956,67.8,2.6,12.8
"VT","i","P40953",2016,865,598,291,265,61429,79.5,6.4,15.1
"NJ","n","P05271",2012,863,615,327,286,44716,44.4,45.9,50.7
"MN","v","P11434",2024,825,593,320,297,43040,72.7,6.4,74
"ND","h","P20755",2016,838,618,304,280,61952,14.1,8,14.3
"CT","a","P00914",2016,891,607,307,263,57130,39.6,22.8,8.7
"OR","w","P47713",2012,892,608,296,266,49716,26.7,36.8,45.7
"KY","n","P10172",2020,829,639,287,326,42534,56.9,47.5,46.7
"MS","v","P28197",2020,863,613,293,293,56178,19,63.7,36.4
"VA","m","P34995",2024,780,580,295,291,49481,25.3,18.7,32.2
"HI","o","P06594",2016,886,609,313,290,50146,47.3,66.8,23.8
"AL","x","P23619",2016,835,594,308,293,37149,74.3,21.8,11.7
"NY","i","P06462",2024,841,572,313,288,50737,29.7,57.2,50.5
"IL","i","P30945",2024,859,551,287,285,48427,15.2,3.6,21.8
"LA","b","P47081",2020,852,621,303,284,41921,15.2,4.1,42.1
"NE","r","P04759",2012,869,596,291,257,55476,50.5,11.6,43.5
"KS","t","P26644",2024,862,574,303,267,65723,50.1,58.7,8.2
"NJ","p","P35584",2012,859,573,304,263,54194,19.9,43.7,71.1
"MT","m","P09973",2012,908,621,309,267,57199,32.8,8.4,19.8
"NJ","r","P05276",2012,902,637,297,266,63812,76.4,62.6,7.9
"FL","i","P30426",2012,840,603,291,292,53142,77.6,65.7,48.2
